Academic Year,Department Name,Main Course No,Main course Name,Detail Course No,Detail Course Name,Total Students
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITDB2101,System Analysis And Design,3
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ITDB1204,Applied Database,3
2017/2018-Semester 1,Business Studies,BAHR2100,Organizational Behavior,PHIL3108,Business Ethics,4
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAMG2111,Entrepreneurship,4
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,BAFI2109,Financial Management,4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EETE3110,Signals & Sytems,4
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAHR2100,Organizational Behavior,4
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAAC2100,Principles Of Accounting -2,4
2017/2018-Semester 1,Business Studies,BAMG3312,Teamwork Management,ENGL3100,Public Speaking,4
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,BAOM4109,Employees Relation,4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,BAAC4211,Graduation Project,4
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BAHR2100,Organizational Behavior,4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3101,Applied Mechanics I I,4
2017/2018-Semester 1,Business Studies,BAHR2100,Organizational Behavior,BAFI2210,Financial Institutions And Services,4
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ITNT1204,Introduction To Networking,4
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAMG3312,Teamwork Management,4
2017/2018-Semester 1,Business Studies,BAAC4100,Management Accounting -2,PHIL3201,Formal Arabic Communication,4
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BAFI2109,Financial Management,4
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BAFI2109,Financial Management,4
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,MATH1103,Applied Math,4
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITAD1100,Advanced IT Skills,4
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,ITSE1203,Introduction To Web Technology,4
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,BAAC4205,Forex Management,4
2017/2018-Semester 1,Business Studies,BAFI3301,Project Appraisal,BAAC3205,Corporate Accounting-2,4
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,BAMG2111,Entrepreneurship,4
2017/2018-Semester 1,Business Studies,BAAC3100,Intermediate Accounting - 2,ENGL3100,Public Speaking,4
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITSE2100,Object Oriented Programming(Java),4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3152,Power System Analysis,4
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAAC3100,Intermediate Accounting - 2,4
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITIS104,Fundamentals of Multimedia,4
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAAC3100,Intermediate Accounting - 2,4
2017/2018-Semester 1,Business Studies,BAHR2100,Organizational Behavior,BAHR2203,Recruitment And Selection,4
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAMA3113,Research Methodology,4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW2320,Instrumentation & Measurement Techniques,4
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3258,Machines & Drives,4
2017/2018-Semester 1,Business Studies,BAAC4203,Auditing & Control -2,PHIL4101,Oman Civilization,4
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAMG2111,Entrepreneurship,4
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAAC3102,Banking And Insurance Accounting,4
2017/2018-Semester 1,Business Studies,BAAC3206,Contemporary Issues In Accounting,ENGL3100,Public Speaking,4
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,ENGL1208,Business Communication,4
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,ENTW1100,Technical Writing I,4
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITSE4204,Course Project,4
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,CHEM1100,Fundamentals Of Chemistry (Engineering),4
2017/2018-Semester 1,Business Studies,BAAC3100,Intermediate Accounting - 2,ITSE1203,Introduction To Web Technology,4
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,BAFI2210,Financial Institutions And Services,4
2017/2018-Semester 1,Business Studies,BAAC3206,Contemporary Issues In Accounting,BAAC3205,Corporate Accounting-2,4
2017/2018-Semester 1,Business Studies,BAPR4211,Senior Project,BAEB4200,Management Information System,5
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ITSE1202,Introduction To Operating Systems,5
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,ITSE1203,Introduction To Web Technology,5
2017/2018-Semester 1,Business Studies,BAPR3311,Senior Project,ENGL3100,Public Speaking,5
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITNT3112,Networking Security And Auditing,5
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,PHIL3201,Formal Arabic Communication,5
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,ENGL1208,Business Communication,5
2017/2018-Semester 1,Business Studies,BAAC4203,Auditing & Control -2,PHIL3201,Formal Arabic Communication,5
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAMG1100,Introduction To Business,5
2017/2018-Semester 1,Business Studies,BAFI3301,Project Appraisal,BAMA3113,Research Methodology,5
2017/2018-Semester 1,Business Studies,BAAC4205,Forex Management,PHIL3201,Formal Arabic Communication,5
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,ENGL2100,Technical Communication,5
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,ENGL2100,Technical Communication,5
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,BAEB4200,Management Information System,5
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITDB1204,Applied Database,5
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW2399,Diploma Project,5
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITIS3204,Course Project,5
2017/2018-Semester 1,Business Studies,BAAC3205,Corporate Accounting-2,ENGL3100,Public Speaking,5
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EETE3399,Higher Diploma Project,5
2017/2018-Semester 1,Business Studies,BAAC3205,Corporate Accounting-2,BAMG4201,Production And Operations Management,5
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,PHIL3108,Business Ethics,5
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAAC2101,Cost Accounting -1,5
2017/2018-Semester 1,Business Studies,BAMG4201,Production And Operations Management,ENGL3100,Public Speaking,5
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EECP3281,Unix System Administration (Linux),5
2017/2018-Semester 1,Business Studies,BAAC4204,Accounting Theory,PHIL4101,Oman Civilization,5
2017/2018-Semester 1,Business Studies,BAHR2100,Organizational Behavior,BAEC2204,Principles Of Macroeconomics,5
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITNT1204,Introduction To Networking,5
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,BAST1206,Managerial Statistics,5
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITSE1202,Introduction To Operating Systems,5
2017/2018-Semester 1,Business Studies,BAAC3206,Contemporary Issues In Accounting,BAAC3203,Government Accounting,5
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITIS3202,Database Security,5
2017/2018-Semester 1,Business Studies,BAPR3311,Senior Project,BAHR3102,Total Qualiity Management,5
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ENTW1200,Technical Writing I I,5
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ENTW1200,Technical Writing I I,5
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,ENTW1100,Technical Writing I,5
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,ITSE1203,Introduction To Web Technology,5
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAHR2101,Human Resources Management,5
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,ENGL2100,Technical Communication,5
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,BAAC4204,Accounting Theory,5
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITIS3202,Database Security,5
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITSE4102,Compiler Theory,5
2017/2018-Semester 1,Business Studies,BALW4115,Business Law,PHIL4101,Oman Civilization,6
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,ENGL2100,Technical Communication,6
2017/2018-Semester 1,Business Studies,BAAC3206,Contemporary Issues In Accounting,BAFI3301,Project Appraisal,6
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAAC3100,Intermediate Accounting - 2,6
2017/2018-Semester 1,Business Studies,BAAC3205,Corporate Accounting-2,BAAC3102,Banking And Insurance Accounting,6
2017/2018-Semester 1,Business Studies,BAMG3312,Teamwork Management,BAHR3207,Management Of Diversity,6
2017/2018-Semester 1,Business Studies,BAFI3301,Project Appraisal,ENGL3100,Public Speaking,6
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITDB3111,Project Management,6
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAAC2206,Intermediate Accounting -1,6
2017/2018-Semester 1,Business Studies,BAAC2100,Principles Of Accounting -2,BAEC2204,Principles Of Macroeconomics,6
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,MATH1200,Calculus I,6
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,BADB2301,Database For Small Business,6
2017/2018-Semester 1,Business Studies,BAMA3113,Research Methodology,BADB2301,Database For Small Business,6
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2251,Electrical Power Technology,6
2017/2018-Semester 1,Business Studies,BAHR2100,Organizational Behavior,ITSE1203,Introduction To Web Technology,6
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EEPW2241,Electrical Skills,6
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EECP3171,Microprocessors Systems And Interfacing,6
2017/2018-Semester 1,Business Studies,BAAC3205,Corporate Accounting-2,BAAC3100,Intermediate Accounting - 2,6
2017/2018-Semester 1,Business Studies,BAMG4201,Production And Operations Management,BAFI3301,Project Appraisal,6
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ENGL3100,Public Speaking,6
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAAC2101,Cost Accounting -1,6
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,CHEM1100,Fundamentals Of Chemistry (Engineering),6
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITIS3101,Fundamentals Of Computer Security,6
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAFI2210,Financial Institutions And Services,6
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITIS3102,Introduction To Cryptography And Security Risk Management,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3200,Control Systems,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,BALW4115,Business Law,7
2017/2018-Semester 1,Business Studies,BAAC3203,Government Accounting,BAHR3102,Total Qualiity Management,7
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAFI2109,Financial Management,7
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,BAMK1205,Principles Of Marketing,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW2252,Electrical Power Systems,7
2017/2018-Semester 1,Business Studies,BAAC3203,Government Accounting,ENGL3100,Public Speaking,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITSE3101,Data Structure And Algorithms,7
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MIEE2110N,Electrical Technology,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3257,Power Electronics,7
2017/2018-Semester 1,Business Studies,BAFI3301,Project Appraisal,BAAC3203,Government Accounting,7
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAMA1101,Business Mathematics,7
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,BAAC2203,Auditing &Control -1,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITNT3111,Client Server Computing,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EETE3190,Electromagentic Field Theory,7
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MIME2220,Machine Drawing,7
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MIME2204,Engineering Materials,7
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITDB4101,Web Database Connectivity Using ASP.NET,7
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ENTW1100,Technical Writing I,7
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,ENTW1200,Technical Writing I I,7
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITSE2100,Object Oriented Programming(Java),7
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITPJ2202,Course Project,7
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EECP3180,Computer Networks,7
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAHR2102,Psychology At Work,8
2017/2018-Semester 1,Business Studies,BAAC2206,Intermediate Accounting -1,PHIL3108,Business Ethics,8
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAAC2205,Accounting Application By Computer,8
2017/2018-Semester 1,Business Studies,BAHR3207,Management Of Diversity,BAPR3311,Senior Project,8
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,ENGL2100,Technical Communication,8
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ENTW1100,Technical Writing I,8
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,ITSE1203,Introduction To Web Technology,8
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EETE3220,Digital Signal Processing,8
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,BAEC1203,Principles Of Microeconomics,8
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MIME2130,Manufacturing Process,8
2017/2018-Semester 1,Business Studies,BAPR3311,Senior Project,BAMG3312,Teamwork Management,9
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,MATH1103,Applied Math,9
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITDB3208,SQL Concept And Syntax,9
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITSE4201,Machine And Assembly Language,9
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,BAMG1100,Introduction To Business,9
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITMM2200,Fundamentals Of Multimedia,9
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,PHIL3108,Business Ethics,9
2017/2018-Semester 1,Business Studies,BAMG3312,Teamwork Management,BAHR3208,International Issues On Human Resource Management,9
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,BAAC1102,Principles Of Accounting,9
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3220,Mechanics Of Machines I,9
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,BAAC2100,Principles Of Accounting -2,9
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAFI2210,Financial Institutions And Services,9
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ITSE3204,Course Project,9
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EETE2270,Fundamentals Of Digital Electronics,9
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,ITAD1100,Advanced IT Skills,9
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3130,Mechanics Of Material,10
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITMM2200,Fundamentals Of Multimedia,10
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,BAAC2100,Principles Of Accounting -2,10
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ITDB3208,SQL Concept And Syntax,10
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,EETE4399,B. Tech Project I I,10
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2241,Electrical Skills,10
2017/2018-Semester 1,Business Studies,BAFI3211,Banking Theory And Practice,ENGL3100,Public Speaking,10
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,BAMA1101,Business Mathematics,10
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,ITSE1203,Introduction To Web Technology,10
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2320,Instrumentation & Measurement Techniques,10
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MATH2200,Discrete Structure,10
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MIME2101N,Applied Mechanics I,10
2017/2018-Semester 1,Business Studies,BAAC3203,Government Accounting,BAAC3100,Intermediate Accounting - 2,10
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAEC2204,Principles Of Macroeconomics,10
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2230,Workshop Technology,10
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,ITSE1203,Introduction To Web Technology,10
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITDB2101,System Analysis And Design,10
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,MATH1103,Applied Math,10
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITAD1100,Advanced IT Skills,11
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BADB2301,Database For Small Business,11
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MATH3103,Math I I,11
2017/2018-Semester 1,Business Studies,BAAC3203,Government Accounting,BAMG4201,Production And Operations Management,11
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,MATH2200,Discrete Structure,11
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAAC2206,Intermediate Accounting -1,11
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,BAEC1203,Principles Of Microeconomics,11
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAHR2204,Compensation And Benefits,11
2017/2018-Semester 1,Business Studies,BAAC3102,Banking And Insurance Accounting,BAAC3203,Government Accounting,11
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,BAHR4205,Practical Hr Planning,11
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAAC2100,Principles Of Accounting -2,11
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,ITAD1100,Advanced IT Skills,11
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIEE2110N,Electrical Technology,11
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,EETE4231,Antennas And Propagation,11
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2220,Machine Drawing,12
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,BAAC2206,Intermediate Accounting -1,12
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,EETE4220,Digital Communications & Switching,12
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,BAST1206,Managerial Statistics,12
2017/2018-Semester 1,Business Studies,BAHR4205,Practical Hr Planning,BAPR4211,Senior Project,12
2017/2018-Semester 1,Business Studies,BAHR4205,Practical Hr Planning,PHIL4101,Oman Civilization,12
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIIE3240,Manufacturing Operation Management,12
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITNT2201,Principles Of Data Telecommunications,12
2017/2018-Semester 1,Business Studies,BAAC3205,Corporate Accounting-2,BAAC3203,Government Accounting,12
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ITAD1100,Advanced IT Skills,12
2017/2018-Semester 1,Business Studies,BAFI4212,Insurance: Theory & Practic,BAHR4205,Practical Hr Planning,12
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,EETE4212,Telecommunication Networks,12
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2399,Diploma Project,12
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAFI3211,Banking Theory And Practice,12
2017/2018-Semester 1,Business Studies,BAAC2206,Intermediate Accounting -1,BAEC2204,Principles Of Macroeconomics,13
2017/2018-Semester 1,Business Studies,BAPR3311,Senior Project,BAHR3208,International Issues On Human Resource Management,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,PHYS1100,Physics 1 (Engineering),13
2017/2018-Semester 1,Business Studies,BAAC2206,Intermediate Accounting -1,BAAC2205,Accounting Application By Computer,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2101N,Applied Mechanics I,13
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,PHIL3108,Business Ethics,13
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAMK1205,Principles Of Marketing,13
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,PHYS1100,Physics 1 (Engineering),13
2017/2018-Semester 1,Business Studies,BAAC2206,Intermediate Accounting -1,ITSE1203,Introduction To Web Technology,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EETE2102,Electronics I,13
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,BAST1206,Managerial Statistics,13
2017/2018-Semester 1,Business Studies,BAFI4212,Insurance: Theory & Practic,PHIL3201,Formal Arabic Communication,13
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,MATH3103,Math I I,13
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,BAAC2205,Accounting Application By Computer,13
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,BAAC2202,Corporate Accounting-1,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2150,Electrical Principles,13
2017/2018-Semester 1,Business Studies,BAAC2100,Principles Of Accounting -2,ENGL2100,Technical Communication,13
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,ENTW1200,Technical Writing I I,13
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3350,Higher Diploma Project,13
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,BAEC2204,Principles Of Macroeconomics,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW2252,Electrical Power Systems,13
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITSE4100,Formal Language And Automata Theory,13
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITSE4202,Graphical User Interfaces,13
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,ITSE1203,Introduction To Web Technology,13
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITBS2203,E-Commerce for IT,13
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITPJ2202,Course Project,13
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAAC2202,Corporate Accounting-1,14
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,BAMK1205,Principles Of Marketing,14
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAHR2203,Recruitment And Selection,14
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAFI2109,Financial Management,14
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BADB2301,Database For Small Business,14
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAAC2204,Management Accounting -1,14
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,BAAC2101,Cost Accounting -1,14
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAHR2101,Human Resources Management,14
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,ENTW1200,Technical Writing I I,14
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAST1206,Managerial Statistics,14
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2204,Engineering Materials,15
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,BAEC2204,Principles Of Macroeconomics,15
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITSE2102,Introduction To Software Engineering,15
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,BAMK1205,Principles Of Marketing,15
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,EETE4130,Microwave Engineering,15
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ENGL2100,Technical Communication,15
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BADB2301,Database For Small Business,15
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3221,Engineering Design I,15
2017/2018-Semester 1,Business Studies,BAPR4211,Senior Project,PHIL3201,Formal Arabic Communication,15
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,EETE4140,Linear Integrated Circuits,15
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITNT2201,Principles Of Data Telecommunications,15
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ENGL1208,Business Communication,16
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,MATH4130,Probability & Statistics,16
2017/2018-Semester 1,Business Studies,BAFI4212,Insurance: Theory & Practic,PHIL4101,Oman Civilization,16
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,ENGL3100,Public Speaking,16
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,EECP4192N,Software Engineering & High Level Programming,16
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,BAPR4211,Senior Project,16
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BAHR2204,Compensation And Benefits,16
2017/2018-Semester 1,Business Studies,BAPR4211,Senior Project,BAFI4212,Insurance: Theory & Practic,16
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BAFI2210,Financial Institutions And Services,16
2017/2018-Semester 1,Business Studies,BAMA3113,Research Methodology,BAFI3211,Banking Theory And Practice,17
2017/2018-Semester 1,Business Studies,BADB2301,Database For Small Business,ITSE1203,Introduction To Web Technology,17
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,PHIL3108,Business Ethics,17
2017/2018-Semester 1,Business Studies,BAHR3207,Management Of Diversity,ENGL3100,Public Speaking,17
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,ENGL2100,Technical Communication,17
