Academic Year,Department Name,Main Course No,Main course Name,Detail Course No,Detail Course Name,Total Students
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,BAEC2204,Principles Of Macroeconomics,17
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BAFI2210,Financial Institutions And Services,17
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MATH1200,Calculus I,17
2017/2018-Semester 1,Business Studies,PHIL4101,Oman Civilization,ITDB4102,Oracle Fundamentals,17
2017/2018-Semester 1,Business Studies,BAHR3207,Management Of Diversity,BAFI3211,Banking Theory And Practice,18
2017/2018-Semester 1,Business Studies,BAAC4205,Forex Management,BALW4115,Business Law,18
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,PHIL3108,Business Ethics,18
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,BAMG2111,Entrepreneurship,18
2017/2018-Semester 1,Business Studies,BAHR3208,International Issues On Human Resource Management,BAFI3211,Banking Theory And Practice,18
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,BAEC2204,Principles Of Macroeconomics,18
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAAC2204,Management Accounting -1,18
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,BAAC2206,Intermediate Accounting -1,18
2017/2018-Semester 1,Business Studies,BAAC4100,Management Accounting -2,BAAC4205,Forex Management,18
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MATH2100N,Calculus I I,18
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,BAFI2210,Financial Institutions And Services,19
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITBS2203,E-Commerce for IT,19
2017/2018-Semester 1,Business Studies,BALW4115,Business Law,BAAC4204,Accounting Theory,19
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2350,Diploma Project,19
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAHR3207,Management Of Diversity,20
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3140N,Fluid Mechanics I I,20
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIEE2210N,Engineering Instrumentation& Industrial Control,20
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,ITSE1203,Introduction To Web Technology,20
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,BAMG2111,Entrepreneurship,20
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,BAEC2204,Principles Of Macroeconomics,20
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BAEC2204,Principles Of Macroeconomics,20
2017/2018-Semester 1,Business Studies,BAAC4204,Accounting Theory,BAAC4100,Management Accounting -2,20
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAEC2204,Principles Of Macroeconomics,20
2017/2018-Semester 1,Business Studies,BAAC4203,Auditing & Control -2,BAAC4205,Forex Management,20
2017/2018-Semester 1,Business Studies,BAAC4204,Accounting Theory,BAAC4205,Forex Management,20
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAMG1207,Principles Of Management,20
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2130,Manufacturing Process,20
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MATH1200,Calculus I,20
2017/2018-Semester 1,Business Studies,BAMG4216,Strategic Management,BAFI4212,Insurance: Theory & Practic,21
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAAC2206,Intermediate Accounting -1,21
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BAHR2102,Psychology At Work,21
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAFI2109,Financial Management,21
2017/2018-Semester 1,Business Studies,BAMA3113,Research Methodology,ENGL3100,Public Speaking,21
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MIME2240,Fluid Mechanics I,21
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,ENGL2100,Technical Communication,21
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITSE2102,Introduction To Software Engineering,21
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ENTW1200,Technical Writing I I,22
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MIME3110,Thermodynamics I,22
2017/2018-Semester 1,Business Studies,BAAC4204,Accounting Theory,BAAC4203,Auditing & Control -2,22
2017/2018-Semester 1,Business Studies,BAHR2203,Recruitment And Selection,BAHR2102,Psychology At Work,22
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,PHIL4101,Oman Civilization,22
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,BAEC2204,Principles Of Macroeconomics,22
2017/2018-Semester 1,Business Studies,BALW4115,Business Law,BAAC4203,Auditing & Control -2,22
2017/2018-Semester 1,Business Studies,BAAC4203,Auditing & Control -2,BAAC4100,Management Accounting -2,22
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EEPW2150,Electrical Principles,22
2017/2018-Semester 1,Business Studies,BAHR3208,International Issues On Human Resource Management,ENGL3100,Public Speaking,22
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EETE3102N,Electronics I I,23
2017/2018-Semester 1,Business Studies,BAHR2101,Human Resources Management,BAHR2102,Psychology At Work,23
2017/2018-Semester 1,Business Studies,BAFI4212,Insurance: Theory & Practic,BAEB4200,Management Information System,23
2017/2018-Semester 1,Business Studies,BAAC4100,Management Accounting -2,BALW4115,Business Law,23
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,BAAC2203,Auditing &Control -1,24
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,MATH2100N,Calculus I I,24
2017/2018-Semester 1,Business Studies,BAHR3207,Management Of Diversity,BAMA3113,Research Methodology,24
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,BAEC1203,Principles Of Microeconomics,24
2017/2018-Semester 1,Business Studies,BAMG4216,Strategic Management,BAEB4200,Management Information System,24
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAHR2101,Human Resources Management,24
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAAC2205,Accounting Application By Computer,24
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAEC1203,Principles Of Microeconomics,25
2017/2018-Semester 1,Business Studies,BALW4115,Business Law,BAFI4212,Insurance: Theory & Practic,25
2017/2018-Semester 1,Business Studies,BAOM4109,Employees Relation,BAFI4212,Insurance: Theory & Practic,25
2017/2018-Semester 1,Business Studies,BAOM4109,Employees Relation,BAEB4200,Management Information System,25
2017/2018-Semester 1,Business Studies,BAMG4216,Strategic Management,BAOM4109,Employees Relation,25
2017/2018-Semester 1,Business Studies,BAEB4200,Management Information System,BALW4115,Business Law,25
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,BAFI2109,Financial Management,25
2017/2018-Semester 1,Business Studies,BAHR2204,Compensation And Benefits,BAEC2204,Principles Of Macroeconomics,25
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAHR3208,International Issues On Human Resource Management,25
2017/2018-Semester 1,Business Studies,BAEC1203,Principles Of Microeconomics,ENGL2100,Technical Communication,25
2017/2018-Semester 1,Business Studies,BALW4115,Business Law,BAMG4216,Strategic Management,26
2017/2018-Semester 1,Business Studies,BAMA3113,Research Methodology,BAHR3208,International Issues On Human Resource Management,26
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,BAEC2204,Principles Of Macroeconomics,26
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,BAEC1203,Principles Of Microeconomics,27
2017/2018-Semester 1,Business Studies,BAAC2204,Management Accounting -1,ITSE1203,Introduction To Web Technology,27
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EETE2102,Electronics I,27
2017/2018-Semester 1,Business Studies,BAAC2202,Corporate Accounting-1,BAAC2101,Cost Accounting -1,27
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ITSE1203,Introduction To Web Technology,28
2017/2018-Semester 1,Business Studies,BAAC2203,Auditing &Control -1,ITSE1203,Introduction To Web Technology,28
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3150,Power Distribution Systems,28
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAEC2204,Principles Of Macroeconomics,29
2017/2018-Semester 1,Business Studies,BAOM4109,Employees Relation,BALW4115,Business Law,29
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,ITAD1100,Advanced IT Skills,29
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,BAAC2205,Accounting Application By Computer,29
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,BAAC2100,Principles Of Accounting -2,29
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAAC3100,Intermediate Accounting - 2,31
2017/2018-Semester 1,Business Studies,BAMG4201,Production And Operations Management,BAMA3113,Research Methodology,31
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,ENGL3100,Public Speaking,31
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,ENTW1200,Technical Writing I I,32
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,BAMA1101,Business Mathematics,32
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAMG4201,Production And Operations Management,32
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,MATH2100N,Calculus I I,32
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAAC3102,Banking And Insurance Accounting,32
2017/2018-Semester 1,Business Studies,BAAC3102,Banking And Insurance Accounting,BAMA3113,Research Methodology,32
2017/2018-Semester 1,Business Studies,BAHR3208,International Issues On Human Resource Management,BAHR3207,Management Of Diversity,33
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,BAAC1102,Principles Of Accounting,33
2017/2018-Semester 1,Business Studies,BAMA3113,Research Methodology,BAAC3100,Intermediate Accounting - 2,33
2017/2018-Semester 1,Business Studies,BAAC2100,Principles Of Accounting -2,BAMG2111,Entrepreneurship,33
2017/2018-Semester 1,Business Studies,BAMG1207,Principles Of Management,BAMK1205,Principles Of Marketing,34
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,EEPW3142,Electrical Insulation & Wiring Design,35
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EERE2201,Introduction To Renewable Energy,36
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,BAAC2101,Cost Accounting -1,36
2017/2018-Semester 1,Business Studies,BAAC3100,Intermediate Accounting - 2,BAMG4201,Production And Operations Management,37
2017/2018-Semester 1,Business Studies,BAHR2102,Psychology At Work,BAEC2204,Principles Of Macroeconomics,38
2017/2018-Semester 1,Business Studies,BAAC3100,Intermediate Accounting - 2,BAAC3102,Banking And Insurance Accounting,39
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ENTW1200,Technical Writing I I,40
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,BAMG1207,Principles Of Management,40
2017/2018-Semester 1,Business Studies,BAAC3102,Banking And Insurance Accounting,BAMG4201,Production And Operations Management,40
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,ENTW1200,Technical Writing I I,40
2017/2018-Semester 1,Business Studies,BAAC2100,Principles Of Accounting -2,BAFI2109,Financial Management,41
2017/2018-Semester 1,Business Studies,BAAC2101,Cost Accounting -1,BAAC2100,Principles Of Accounting -2,41
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,ENTW1200,Technical Writing I I,42
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAAC2205,Accounting Application By Computer,43
2017/2018-Semester 1,Business Studies,BAMK1205,Principles Of Marketing,ENGL2100,Technical Communication,44
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,ENGL2100,Technical Communication,44
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAST1206,Managerial Statistics,44
2017/2018-Semester 1,Business Studies,PHIL3201,Formal Arabic Communication,MATH3120N,Engineering Mathematics,46
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,BAMK1205,Principles Of Marketing,49
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EERE2201,Introduction To Renewable Energy,50
2017/2018-Semester 1,Business Studies,BAHR3102,Total Qualiity Management,BAMA3113,Research Methodology,52
2017/2018-Semester 1,Business Studies,BAST1206,Managerial Statistics,BAMK1205,Principles Of Marketing,54
2017/2018-Semester 1,Business Studies,BAFI2109,Financial Management,BAAC2101,Cost Accounting -1,55
2017/2018-Semester 1,Business Studies,ENGL1208,Business Communication,ENGL2100,Technical Communication,58
2017/2018-Semester 1,Business Studies,BAAC2205,Accounting Application By Computer,BAAC2101,Cost Accounting -1,61
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,BAFI2109,Financial Management,61
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,ENGL2100,Technical Communication,62
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ENTW1100,Technical Writing I,69
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,ENTW1100,Technical Writing I,70
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EEPW1240,Engineering Workshop,71
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,ENTW1100,Technical Writing I,73
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EEPW1240,Engineering Workshop,78
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,PHIL3108,Business Ethics,80
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,BAMG1100,Introduction To Business,81
2017/2018-Semester 1,Business Studies,BAMG1100,Introduction To Business,ITAD1100,Advanced IT Skills,81
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,ENGL2100,Technical Communication,86
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,BAMG1100,Introduction To Business,88
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,EECP1290,Computer Programming For Engineering,89
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,PHYS1211,Physics 2 (Engineering),95
2017/2018-Semester 1,Business Studies,PHIL3108,Business Ethics,PHYS1211,Physics 2 (Engineering),96
2017/2018-Semester 1,Business Studies,BAMG2111,Entrepreneurship,EECP1290,Computer Programming For Engineering,100
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,ITAD1100,Advanced IT Skills,109
2017/2018-Semester 1,Business Studies,BAMA1101,Business Mathematics,ITAD1100,Advanced IT Skills,109
2017/2018-Semester 1,Business Studies,BAAC1102,Principles Of Accounting,BAMA1101,Business Mathematics,110
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,EEPW1240,Engineering Workshop,19
2017/2018-Semester 1,English Language Center,FDL2,English For Level 2,FPMT0001,Basic Maths,168
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE3102N,Electronics I I,3
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EEPW3142,Electrical Insulation & Wiring Design,11
2017/2018-Semester 1,English Language Center,FDL3,English For Level 3,MATH1102,Pure Math,83
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MATH2100N,Calculus I I,96
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITDB101,Introduction to Database,3
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MIEE2210N,Engineering Instrumentation& Industrial Control,8
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ENTW1100,Technical Writing I,10
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITBS2203,E-Commerce for IT,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MIME2204,Engineering Materials,4
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITSE2102,Introduction To Software Engineering,16
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EEPW2252,Electrical Power Systems,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIME2230,Workshop Technology,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITSE101,Programming I,5
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITSE2100,Object Oriented Programming(Java),11
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITPJ2202,Course Project,3
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ENTW1200,Technical Writing I I,1
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITIS103,Web Technologies,5
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,EEPW2241,Electrical Skills,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MATH2100N,Calculus I I,1
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITNT1204,Introduction To Networking,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITAD1100,Advanced IT Skills,132
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EETE2102,Electronics I,78
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,MATH1102,Pure Math,30
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MIME2130,Manufacturing Process,71
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,MATH1103,Applied Math,16
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ITAD1100,Advanced IT Skills,7
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE3220,Digital Signal Processing,18
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EEPW2320,Instrumentation & Measurement Techniques,2
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITSE1202,Introduction To Operating Systems,10
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,PHYS1100,Physics 1 (Engineering),104
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITSE101,Programming I,16
2017/2018-Semester 1,English Language Center,FDL3,English For Level 3,MATH1103,Applied Math,21
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIME3110,Thermodynamics I,3
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIME3220,Mechanics Of Machines I,2
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIME3350,Higher Diploma Project,10
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EETE2210,Telecommunications I,5
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITSE1101,Introduction To Programming,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EEPW3152,Power System Analysis,7
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MIME2101N,Applied Mechanics I,2
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MATH4130,Probability & Statistics,2
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EEPW3257,Power Electronics,1
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,CECE1100,Engineering Graphics,110
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MIME2230,Workshop Technology,11
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MIME2220,Machine Drawing,25
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITNT201,Routing & Switching Essentials,8
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MATH1102,Pure Math,9
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EEPW2150,Electrical Principles,86
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITAD1100,Advanced IT Skills,5
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,MATH1200,Calculus I,8
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ITDB101,Introduction to Database,3
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MIEE2110N,Electrical Technology,62
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ENTW1100,Technical Writing I,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EEPW3150,Power Distribution Systems,7
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EETE2201,Cable And Fiber Splicing,9
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EECP3171,Microprocessors Systems And Interfacing,15
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITSE1203,Introduction To Web Technology,4
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITNT101,Computer Hardware,38
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,EEPW1240,Engineering Workshop,59
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,EERE2201,Introduction To Renewable Energy,5
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE3110,Signals & Sytems,4
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MIME2130,Manufacturing Process,4
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITDB3111,Project Management,3
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,EETE2102,Electronics I,3
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,CHEM1100,Fundamentals Of Chemistry (Engineering),80
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,CECE1100,Engineering Graphics,38
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITNT103,Network Fundamentals II,5
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,BAEC2204,Principles Of Macroeconomics,1
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MIEE2210N,Engineering Instrumentation& Industrial Control,2
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITSE101,Programming I,2
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITIS104,Fundamentals of Multimedia,5
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITNT2201,Principles Of Data Telecommunications,1
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MATH1200,Calculus I,175
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITDB202,Structured Query Language,24
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,EEPW2399,Diploma Project,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MATH1103,Applied Math,5
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITNT101,Computer Hardware,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITIS103,Web Technologies,18
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EETE2270,Fundamentals Of Digital Electronics,20
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,PHYS1100,Physics 1 (Engineering),5
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ITNT101,Computer Hardware,3
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE3190,Electromagentic Field Theory,19
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MATH1200,Calculus I,74
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,EEPW1240,Engineering Workshop,3
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITDB101,Introduction to Database,54
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,PHYS1211,Physics 2 (Engineering),51
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,EECP1290,Computer Programming For Engineering,6
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,PHYS1211,Physics 2 (Engineering),1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EECP3180,Computer Networks,11
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EECP3281,Unix System Administration (Linux),9
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,EEPW2150,Electrical Principles,3
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITNT3111,Client Server Computing,6
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITIS3101,Fundamentals Of Computer Security,6
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIME2130,Manufacturing Process,1
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITNT102,Network Fundamentals I,5
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MATH3120N,Engineering Mathematics,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITIS3202,Database Security,6
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE3399,Higher Diploma Project,10
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITIS104,Fundamentals of Multimedia,17
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,EETE2102,Electronics I,1
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,EETE4130,Microwave Engineering,2
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,PHYS1100,Physics 1 (Engineering),68
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MATH2100N,Calculus I I,3
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,FPIT0001,IT For Foundation,10
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MATH3103,Math I I,1
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,MATH1200,Calculus I,14
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,MATH1103,Applied Math,5
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,FPIT0001,IT For Foundation,1
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ENTW1200,Technical Writing I I,1
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,FPMT0001,Basic Maths,16
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MATH2100N,Calculus I I,4
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EEPW2399,Diploma Project,2
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITIS103,Web Technologies,1
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EEPW2251,Electrical Power Technology,13
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,ITIS103,Web Technologies,1
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,EEPW1240,Engineering Workshop,19
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MATH2200,Discrete Structure,18
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,ITSE3101,Data Structure And Algorithms,8
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,CECE1100,Engineering Graphics,2
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITSE102,Introduction to Operating Systems,15
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,MIEE2110N,Electrical Technology,1
2017/2018-Semester 1,English Language Center,FDL4,English For Level 4,PHYS1100,Physics 1 (Engineering),1
2017/2018-Semester 1,English Language Center,ENGL2100,Technical Communication,ITNT102,Network Fundamentals I,3
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,CHEM1100,Fundamentals Of Chemistry (Engineering),114
2017/2018-Semester 1,English Language Center,ENTW1100,Technical Writing I,ITAD1100,Advanced IT Skills,204
2017/2018-Semester 1,English Language Center,ENGL3100,Public Speaking,MIIE3240,Manufacturing Operation Management,6
2017/2018-Semester 1,English Language Center,ENTW1200,Technical Writing I I,ITIS101,Fundamentals of Information Technology,1
